id;titulo;descripcion;nombre;patrocinador
86061;Why is the Mona Lisa so famous?;"More than 500 years after its creation, Leonardo da Vinci's ""Mona Lisa"" is arguably the world's most famous painting. Many scholars consider it an outstanding work of Renaissance artÉ?? but history is full of great paintings. So, how did this particular portrait skyrocket to unprecedented fame? Noah Charney explores the factors that helped create a worldwide sensation. [Directed by Avi Ofer, narrated by Addison Anderson, music by Stephen LaRosa].";2;
85658;How moms shape the world;"Mothers undeniably impact and shape history -- but their stories are often left out or misrepresented, says sociologist and author Anna Malaika Tubbs. This erasure limits policies to support mothers and their essential roles in society. Citing the remarkable lives of Alberta King, Louise Little and Berdis Baldwin (the mothers of Martin Luther King Jr., Malcolm X and James Baldwin, respectively), Tubbs emphasizes the need to shift the perspective on motherhood at a cultural level -- to better reflect the presence, power and influence of moms as our first leaders, caretakers and teachers. ""Would the world be different today if we had been telling their stories all along?"" she asks.";2;
85786;Why a free and fair internet is more vital than ever;Without the internet, how would you have coped with the pandemic -- from work and school, to maintaining your closest relationships? In the digital age, reliance on the internet is so common and seems ubiquitous, yet billions of people worldwide still go without it. Digital transformation strategist Priscilla Chomba-Kinywa advocates for collective access to the opportunities and potential the internet provides, underscoring the necessity of free and fair digital rights for all.;2;
86064;It's time to write a new climate story;Climate change is here, it's real, and it didn't happen overnight. Over the past 150 years, human activities like manufacturing, transportation, commercial agriculture and energy production have created a blanket of carbon pollution that's changed the Earth's ecosystems. But even though the climate crisis is deep-rooted and complex, we can't just give up. Transforming our world is urgent and necessary -- and we already have everything we need to protect the planet we call home. (Narrated by Don Cheadle);2;
85260;Blood, concrete, and dynamite: Building the Hoover Dam;In the early 20th century, the US had expanded from coast to coast, but many cities in the southwest still lacked reliable water sources. The Colorado River's erratic flow and frequent floods made it unreliable for agriculture, and the region's growing cities needed more energy. So the government decided to build a massive hydroelectric dam. Alex Gendler details the creation of the Hoover Dam. [Directed Jovan Rakic, Artrake Studio, narrated by Addison Anderson, music by Nikola Radivojevic].;2;
81793;4 ways the COVID-19 pandemic changed the way we sleep;Have you been having weird dreams lately? For many people, that's just one of the ways the COVID-19 pandemic has altered their sleeping habits, says sleep scientist Matt Walker. From when to how much to how well we're sleeping, this pandemic may have shaken up bedtime for good.;2;
81336;You can only save oneÉ?? who do you choose?;You are the captain of an interstellar cargo transport headed to port when you receive two distress calls. The first is from a labor ship, whose passengers are running out of oxygen. The other from a luxury space cruiser which has lost a thruster, sending them careening into danger. With only enough time to save one ship, which should you choose? Doug MacKay explores this classic ethical dilemma. [Directed by Avi Ofer, narrated by Addison Anderson, music by Stephen LaRosa].;2;
85259;How to escape the cynicism trap;Some days, it's hard to be optimistic. But cynicism -- the idea that people are inherently selfish, greedy and dishonest -- is making humanity lonelier and more divided, says psychologist Jamil Zaki. Presenting fascinating research on cooperation, empathy and trust, Zaki makes the scientific case for optimism and shows us how to break out of the cynicism trap.;2;
85424;Use your voice, vote and wallet for climate action;"Recently back from the COP26 UN climate conference in Scotland, former Icelandic presidential candidate Halla T«¸masd«¸ttir sums up the outcomes of the gathering, the progress she saw and the work that's left to be done this way: ""The most difficult work of our lifetimes has to happen in the next few years."" In conversation with TEDWomen curator Pat Mitchell, T«¸masd«¸ttir urges us all to recognize our power and to use our voice, vote and wallet to catalyze meaningful climate action.";2;
76220;A king cobra bite -- and a scientific discovery;A king cobra has enough venom to kill 10 people in a single bite. Recounting his near-death experience after being bitten by one of these majestic yet deadly snakes, conservationist and TED Fellow Gowri Shankar shares the epiphany he had when the antivenom failed: there's more than one unique species of king cobra.;2;
84107;How we could better predict and stop floods;From village to metropolis, global flooding is on the rise, and traditional approaches to managing the swells won't cut it, says water resource engineer Virginia Smith. Giving an overview of the dynamic shift needed to stymie the flow of future storm waters, she explains how each of us can help ensure a sustainable future despite the rising tides.;2;
83757;Dreams and details for a decarbonized future;"As chairman of the world's largest maritime shipping company, Jim Hagemann Snabe thinks a lot about how goods get where they need to go and the impact their journey has on the planet. Leading the effort to decarbonize shipping by 2050, he shares a plan to convert green electricity into green liquid fuel to power vessels in a process called ""power-to-X"" -- and urges global leaders to join the voyage towards an innovative, sustainable and fast-approaching future.";2;
84953;The dark history of Mount Rushmore;Between 1927 and 1941, workers blasted 450,000 tons of rock from a mountainside using chisels, jackhammers, and dynamite. Gradually, they carved out Mount Rushmore. Today, the monument draws nearly 3 million people to South Dakota's Black Hills every year. But its fa«ıade belies a dark history. Ned Blackhawk and Jeffrey D. Means explore the destruction of the sacred Six Grandfathers Mountain. [Directed Anton Bogaty, narrated by Jake Hart, music by Cem Misirlioglu and Greg Chudzik].;2;
85220;Siri, Alexa, Google ... what comes next?;From Siri to Alexa to Google, virtual assistants already permeate our lives. What will the next generation of these digital helpers look and sound like? Customer experience professional Karen Lellouche Tordjman gives us a glimpse of where they're headed -- and breaks down the two key challenges engineers need to crack in order to usher in a new age of truly smart voice assistants.;2;
84955;A new way to help young people with their mental health;TED Fellow Tom Osborn wants more young people to have access to the mental health support they need. With the Shamiri Institute, he and his team are training 18- to 22-year-olds to deliver evidence-based mental health care to their peers in Kenya -- which has only two clinicians for every million people. Hear how their community-first, youth-oriented model could become a template to help kids across the world lead successful, independent lives.;2;
81792;How to deal with your insomnia -- and finally get to sleep;Having trouble falling asleep -- or staying asleep? Alcohol, sleeping pills or drugs like cannabis may help you in the short term, but they're only a quick fix, says sleep scientist Matt Walker. There is, however, one proven way to treat your insomnia and help you get the zzz's you need.;2;
84611;Would you raise the bird that murdered your children?;A mother honeyguide has placed its chick into a bee-eater's nestÉ?? puncturing all the other eggs in the nest and leaving only its own hatching alive. Over the following weeks, the host parents devotedly care for the hatchling whose mother murdered their offspring. This is brood parasitism, a phenomenon which is especially well-known among birds. Steve Rothstein digs into the evolutionary strategy. [Directed by Mauricio Bueno, Lucy Animation Studio, narrated by Jack Cutmore-Scott, music by Adam Alexander and Gavin Dodds].;2;
84954;A vision of sustainable housing for all of humanity;"By 2100, the UN estimates that the world's population will grow to just over 11 billion people. Architect Vishaan Chakrabarti wants us to start thinking about how we'll house all these people -- and how new construction can fight climate change rather than make it worse. In this visionary talk, Chakrabarti proposes a ""Goldilocks"" solution to sustainable housing that exists in the sweet spot between single-family homes and towering skyscrapers.";2;
85267;"""Your Song"" / ""Real Life""";"Joan As Police Woman performs a gorgeous, tender version of ""Your Song"" and ""Real Life.""";2;
84913;3 ways to prepare society for the next pandemic;What if we treated the risk of pandemics the same way we treat the risk of fires? In this eye-opening talk, infectious disease epidemiologist Jennifer B. Nuzzo unpacks how the Great Baltimore Fire of 1904 sparked a cultural shift in how we defend against fires -- and explains why pandemics demand the same sort of reaction. She breaks down the data we need to gather when facing possible danger, the drills we need to ready ourselves and the defenses that could keep future threats at bay -- so next time, we're prepared.;2;
84369;The need for family reunification -- to make families whole again;"""I want all families to be made whole, to be reunified, to be together -- as is our right,"" says writer, poet and student Elizabeth Zion. In this profoundly moving talk, Zion shares the impacts of family separation, including her personal struggles with homelessness and poverty -- and points a way toward moral and just policies that recognize the human rights of migrant families.  ";2;22
84651;Education is a fundamental right for every child;"For children growing up in refugee camps, education is a powerful tool of liberation. In this inspiring talk, Makhtoum Abdalla, displaced as a child in Sudan and now living with his family in the Otash camp in Darfur, shares his biggest dream: to ensure all children are educated and taught the skills needed to become ""captains of their destiny.""";2;22
84669;The life-changing power of assistive technologies;"""This chair is my legs -- this chair is my life,"" says accessibility champion Jane Velkovski, who uses a wheelchair after being diagnosed with Spinal Muscular Atrophy (SMA). With clarity and poise, he shares how his first motorized wheelchair empowered him with independence and ability -- and why assistive technology should be available to anyone who needs it. ""Freedom of movement, no matter on legs or on wheels, is a human right,"" he says.";2;22
84652;How to protect your mental well-being online -- from a Gen-Zer;Whether you have one follower or a million, we've all witnessed nastiness and hate speech on social media. YouTube content creator and mental well-being motivator Peachy Liv advocates for a kinder, more respectful digital world -- and urges us all to reflect before we share our thoughts online. Hear her tips for dealing with cyberbullying and personal insights on how we can all make the internet a safer place.;2;22
84368;A next-generation solution to climate crisis;"The climate crisis has been largely caused by irresponsible adults in developed countries, but it's the children of developing nations -- like Zimbabwean environmental activist Nkosilathi Nyathi -- that suffer from the most disastrous consequences. In a world where climate catastrophe feels almost unstoppable, we must involve everyone in finding solutions -- especially young people, who have the most at stake. ""My generation has more to offer than ever before,"" Nyathi says. ""We live climate change in a way our parents' generation did not.""";2;22
84121;"""Astral Plane""";"Singer-songwriter Valerie June delivers an uplifting, ethereal performance of ""Astral Plane"" as part of TED's Countdown Global Livestream on October 30, 2021.";2;
84122;5 keys to shifting to a well-being economy -- and the cost of inaction;"In 1972, the Club of Rome, an organization of thought leaders from around the world, published their first ""Limits to Growth"" report, a foundational text warning the world of the consequences of human activity on the health of the planet. In conversation with TED global curator Bruno Giussani, co-president of the Club of Rome Sandrine Dixson-Decl•êve shares what we've learned in the 50 years since -- and discusses the launch of Earth4All: an initiative aimed at focusing on five key areas that could enable humanity and the planet to thrive.";2;
84187;3 ways to lower the barriers to higher education;Less than seven percent of people worldwide have a bachelor's degree -- and for many, this is simply because the cost of university is too high, says higher education executive Adrian K. Haugabrook. In this barrier-breaking talk, he introduces an innovative approach to expanding access to higher education by driving down costs and rethinking three key things: time, place and how we learn.;2;
84056;How one of the most profitable companies in history rose to power;During the 17th century, the Dutch East India Company cornered the booming spice market and pioneered trade routes between Asia and Europe. It is widely considered the most profitable corporation ever created. But such success came with an overwhelming cost in human life. Adam Clulow sheds light on the Dutch East India Company's invasion and genocide of Indonesia's Banda Islands. [Directed by Hernando Bahamon, narrated by Addison Anderson, music by Manuel Borda].;2;
84223;How going to Mars improves life on Earth;Memory foam, air purifiers, scratch-resistant lenses: these are just a few of the everyday items originally developed for space missions. Aerospace engineer Eric Hinterman invites us to dream big and imagine what technological advancements could come next, explaining why establishing a human presence on Mars is a big step for life on Earth -- and a giant leap toward becoming a space-faring species.;2;
84850;Africans should lead on health care solutions for Africa;"TED Fellow and global health researcher Francisca Mutapi discusses how COVID-19 responses borrowed from the West created significant obstacles for other public health programs in Africa -- and makes the case for the continent to chart out its own health care policies. ""The solutions to Africa's health problems must be home-grown and must be led by Africans,"" she says.";2;
